Sex,IMD,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
Male,IMD-1,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,IMD-2,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,IMD-3,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,IMD-4,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,IMD-5,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,61.93353706,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,88.22235445,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,90.67174293,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,75.5316052,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,13.58972341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,IMD-1,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,IMD-2,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,IMD-3,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,IMD-4,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,IMD-5,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,63.59919693,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.67217694,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,80.53875534,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,65.94276032,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,8.689435215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0